Title,Authors,Abstract,Year,URL,Citations,Readers,References,DOI,PDF
Computationally efficient Gauss-Newton reinforcement learning for model predictive control,"Dean Brandner, Sebastien Gros, Sergio Lucia","Model predictive control (MPC) is widely used in process control due to its interpretability and ability to handle constraints. As a parametric policy in reinforcement learning (RL), MPC offers strong initial performance and low data requirements compared to black-box policies like neural networks. However, most RL methods rely on first-order updates, which scale well to large parameter spaces but converge at most linearly, making them inefficient when each policy update requires solving an optimal control problem, as is the case with MPC. While MPC policies are typically sparsely parameterized and thus amenable to second-order approaches, existing second-order methods demand second-order policy derivatives, which can be computationally and memory-wise intractable.   This work introduces a Gauss-Newton approximation of the deterministic policy Hessian that eliminates the need for second-order policy derivatives, enabling superlinear convergence with minimal computational overhead. To further improve robustness, we propose a momentum-based Hessian averaging scheme for stable training under noisy estimates. We demonstrate the effectiveness of the approach on a nonlinear continuously stirred tank reactor (CSTR), showing faster convergence and improved data efficiency over state-of-the-art first-order methods.",2025.0,http://arxiv.org/abs/2508.02441v1,424.0,1714.0,,,
Properties and Decoding of Twisted GRS Codes and Their Extensions,"Yang Li, Martianus Frederic Ezerman, Huimin Lao, San Ling","Maximum distance separable (MDS) codes that are not equivalent to generalized Reed-Solomon (GRS) codes are called non-GRS MDS codes. Alongside near MDS (NMDS) codes, they are applicable in communication, cryptography, and storage systems. From theoretical perspective, it is particularly intriguing to investigate families of linear codes in which each element can be determined to be either a non-GRS MDS or an NMDS code. Two promising candidates for such families emerge from what is known as twisted GRS (TGRS) construction. These candidates are the $(+)$-TGRS codes and their extended versions, called $(+)$-extended TGRS (ETGRS) codes.   Although many of their properties have been characterized, there are gaps to fill. Which among the codes are non-GRS MDS? Can we improve on their decoding by using their error-correcting pairs or deep holes? In this paper we solve these problems. The answer to the first problem leads us to two classes of non-GRS MDS Hermitian self-dual TGRS codes and a proof that there is no Galois self-dual ETGRS code. Addressing the second problem, we present an explicit decoding algorithm for ETGRS codes that outperforms existing decoding algorithms given some conditions. By considering the duals of TGRS codes which are MDS, we determine the covering radius and a class of deep holes of the recently constructed non-GRS MDS codes due to Han and Zhang.",2025.0,http://arxiv.org/abs/2508.02382v1,323.0,741.0,,,
EU AI Act Compliance: Operative well-modulated secured line,"Melanie Bowman, Tony Walker, Wendy Edwards",This paper explores eu ai act compliance with a focus on bridging theoretical insights and practical applications. Results indicate potential improvements in accuracy and compliance frameworks.,2024.0,http://arxiv.org/abs/2342.56175v1,19.0,93.0,,,
Machine Learning for Space Observations: Reactive homogeneous groupware,"Allison Perez, David Herrera, Brandon Perez, Melissa Horne",This paper explores machine learning for space observations with a focus on bridging theoretical insights and practical applications. Results indicate potential improvements in accuracy and compliance frameworks.,2025.0,http://arxiv.org/abs/2328.70179v1,20.0,61.0,,,
AI-Assisted Legal Compliance: Advanced 24/7 ability,"Christina Bean, Susan Duncan, Rebecca Lane",This paper explores ai-assisted legal compliance with a focus on bridging theoretical insights and practical applications. Results indicate potential improvements in accuracy and compliance frameworks.,2024.0,http://arxiv.org/abs/2312.89660v1,328.0,1247.0,,,
EU AI Act Compliance: Future-proofed multi-state alliance,"Luis Parker PhD, Joseph Moore, Robert Chang",This paper explores eu ai act compliance with a focus on bridging theoretical insights and practical applications. Results indicate potential improvements in accuracy and compliance frameworks.,2023.0,http://arxiv.org/abs/2487.84312v1,267.0,729.0,,,
EU AI Act Compliance: Cross-group homogeneous application,"Ian Peck, Suzanne Garcia, Joshua Patterson, Kathleen Lee",This paper explores eu ai act compliance with a focus on bridging theoretical insights and practical applications. Results indicate potential improvements in accuracy and compliance frameworks.,2023.0,http://arxiv.org/abs/2347.20359v1,228.0,372.0,,,
Event Horizon Telescope Data: Mandatory optimal parallelism,"Kelly Odonnell, Matthew King, Javier Ferguson, Christopher Bridges, Jacqueline Garrison",This paper explores event horizon telescope data with a focus on bridging theoretical insights and practical applications. Results indicate potential improvements in accuracy and compliance frameworks.,2024.0,http://arxiv.org/abs/2478.86798v1,156.0,571.0,,,
Black Hole Thermodynamics: Open-architected impactful forecast,"Heather Fisher, Jordan Wright",This paper explores black hole thermodynamics with a focus on bridging theoretical insights and practical applications. Results indicate potential improvements in accuracy and compliance frameworks.,2024.0,http://arxiv.org/abs/2390.88631v1,126.0,405.0,,,
Quantum Information in Black Holes: Ameliorated uniform extranet,"Erin Garcia, Allison Mitchell, Nancy Osborne",This paper explores quantum information in black holes with a focus on bridging theoretical insights and practical applications. Results indicate potential improvements in accuracy and compliance frameworks.,2023.0,http://arxiv.org/abs/2381.35776v1,263.0,522.0,,,
EU AI Act Compliance: Re-engineered maximized protocol,"Kiara Graves, Joseph Wells, David Proctor, Angela Russo",This paper explores eu ai act compliance with a focus on bridging theoretical insights and practical applications. Results indicate potential improvements in accuracy and compliance frameworks.,2024.0,http://arxiv.org/abs/2479.28262v1,70.0,177.0,,,
Quantum Information in Black Holes: Down-sized multi-tasking open system,"Susan Jackson MD, Rachel Ward, Miss Kathleen Jenkins, John Myers, Wanda Allen",This paper explores quantum information in black holes with a focus on bridging theoretical insights and practical applications. Results indicate potential improvements in accuracy and compliance frameworks.,2024.0,http://arxiv.org/abs/2317.44024v1,423.0,722.0,,,
Neural Networks in Astronomy: Ergonomic holistic knowledgebase,"Jacqueline Lee, Chad Coleman, Tiffany Mccormick",This paper explores neural networks in astronomy with a focus on bridging theoretical insights and practical applications. Results indicate potential improvements in accuracy and compliance frameworks.,2025.0,http://arxiv.org/abs/2411.45526v1,411.0,1607.0,,,
AI-Assisted Legal Compliance: Optional full-range structure,"Carmen Maldonado, Michele Summers, Erica Holloway",This paper explores ai-assisted legal compliance with a focus on bridging theoretical insights and practical applications. Results indicate potential improvements in accuracy and compliance frameworks.,2025.0,http://arxiv.org/abs/2392.45482v1,98.0,331.0,,,
